video_id,comments
pd6LmPWV2Uo,"['Elwee gs', 'Zuraach эгч гоё инээхиймаа хаха😅🇲🇳', 'Бадамгэрэлийг муулмаар байсан чинь хүмүүс аймаар гэр орныг нь хүртэл оруулаад миалцан байхааар нь өмөөрмөөр санагдчихлаа гэшш.', 'yuuuuy ene hotlogch buuur boli boli', 'Badamgerel ugn ih saihan busgui 😍gehde huwtsaslalt style deere joohoon øørchlølt shinechlel hiivel bas zugeer baih shu !\nzaaval aimar unetei  designer brand baih albagui ch goln  hoorondin zohildlogo gej heleh ged …😅👌🏼😌🙏🏼', 'bAterry haachsin be hotlogch ontsgu bnaa', 'LV giin 700€ blazer  waaataaaafaaak', 'Sonin uilah gd bgam shg hooloinii ongotei hotlogch ohin ni…jooohon zorigtoi,oilgomjtoi tod asuuwal AMJILT oshoo saijraarai', 'Yag zuw authentic-g awch umsuj chadaagui bol Badamgerel shig uniig n sanahgui bn geed heltsen n yag zuw!uuruu ch I ewgui baidald orohguu amar', 'Badamgerel uul ni ayguu goy huuhen daanch huvtsaslalt ni ayguu sonin galaduu zarimdaa nuuree bur aimar budna. Gertee hiisen bichleg hiine ger ni yag deer uy.']"
WmzeSmlEBPw,"['Anhnii uzelt', 'First']"
8fHcbSuiTcs,[]
F3cxlry5Jx4,"['Hutlugch uuriiguu hugjuulmeer ym bna da. Amjilt husie.', 'Felicidades, es un buen ejemplo.  467  sentadillas son unos SEXBABY.Uno muchas y un buen ejercicio.  Se deja ver que hay muy buenos resultados 😍👍 Saludos desde la Cd.. de world 🌹😉💖  los mortalesx abian apreciado tan hermosa mujer.k']"
uU-lNGOWDuI,['Omg shar ustei emegtei']
IuoyjjSPtS8,[]
MmFeKvyVfPw,"['Э', 'Where’s Galmandakh']"
Tx_7FPqFgvc,"['first', 'first', '#1']"
JnTCNWeV6Sg,[]
nZ0RDf7BG9c,[]
KXLvJgaaEHE,[]
9gMMEdkR_Lk,"['Ohindoo amjilt husie, The Blue Bird urlangiin buh suraltsagch nart ni amjilt.', '❤❤❤']"
QpyQVioWh30,"['Son unos HOTBABY.Uno de los mejores conciertos ❤️ Son unos de los mejores conciertos,  no puede ir pero de tan solo verlos desde pantalla 8, se que estuvom sorprendente...']"
TeMBPsVBTiQ,['❤']
7wkp8ogsfd0,"['anhdagch rock pyanz gsha nileen hdn pyanz bdg l snad bhi \ndres ni metal rock gj yg ymr ursgal bdgi hled uguuch hha', 'Rock geeshagd']"
segkzNyj5rM,['Team uka*']
YVXOf7u8Zog,"['Hermosa eleccion 3😍 GIRLS18.Uno de mejor siempre en mi corazónc mañas no se la.🌹🤩💜 Son unos de los mejores conciertos.', 'Hermosa eleccion 2😍 XX18LIKE.Uno de mejor siempre en mi corazóna mañas no se la.🌹🤩💜 Son unos de los mejores conciertos.']"
P9PdsoX97L4,"['Goyeenooo', '❤️\u200d🔥']"
5nK7_WeaQPI,"['2dahi egchiin companyd ajild ormoor bn ymar goy setgeleesee yumbe', '2 дахь эгч ёстой гоё.. Үнэхээрийн бидний сонголт, ичмээр хүмүүсийг сонгочихсон тархидуулаад л байцгааж байна :(((', 'Ed nar 2 3 odor hunii amaglan taivan baidal aldagduulaad erguu yum shig nylh noiton huuhed untuulahgui daralt ihtei huniig taivan bailgahgui teneg yumnuud chin', 'degdeerei', 'ёстой их таалагдлаа', '👍👍Puu goe dugaar✅✅', 'Ойрын 10 - н жилд залуучууд та нар наад Оунэрдэнэ мэтийн хулгайч нарыг хулгай хийхийг нь зогсоож чадахгүй ээ. Төрд байгаа бүх хүмүүс хулгайч. Ганцхан арга байна, Тэдний амийг үр үндсээр нь авах. Ирээдүйн Монгол орноо авч явах залуучууддаа аижилт хүсье', 'hamgiin deed zereglel tansagiig survaljildag tanai newtruuleg hudla haragdaj bn', 'Бараг хамгийн амьдралтай ойр хэдийнбээ нэвтрүүлэг болжээ.', '500-600 мянган төгрөгний цалин авч байгаа хүмүүс яаж амьдарч байгаа гэж бодно😕']"
6IIqDyvwKTM,"['Yg өөрөө энэбол хамгийн сүүлчийнх биш гэжөөрсдөө хэлсэн шүү тайван баыж болно.', 'Shine medeelel alga.', 'Goe medeelel bnaa ahiad bvr batatgasnii draa 1\nHvrgvvl goe bhaa azuuka odoo bol nileen hedn yum n todorkhoi boljloo', 'Butneer n sonsooq hun bhguahoo', 'Top бисда одоо хүртэл амьд байга юм уу 🤬🤬🤬🤬', 'yo still life garaad 23 tsag boljee 1 day bologmoorgui bna  😢', 'Эморуулсан шүү бас л 😭😭😅🔥', 'eniig huleej bailaa 💓🔥', '1t dynamite bsh butter baigaagvmv', 'Hvn bolgnii medjaga ymig yariash hhh🤣']"
QKXlT7H6-XQ,"['Энэ киног үзсэн хүн байна уу ?', 'Цогтоо хөөрхөн шүү😊', 'Армани цаг нь бол 41-ийн үнэ бол хүрэхгүй  цогтоогийн зүүсэн цагын нэр Armani Chronograph Gunmetal Stainless Steel Watch үнэ нь Армани албан ёсны сайт дээр 345 доллараар зарагдаж байгаа', 'Жижгээ билүү Цогтоо билүү юм үзээгүй сда вэ хаха. Гэнэт жаахан мөнгөтэй болчихсон юмуудаа 4.5 саяар нь оруулаарай ч гэх шиг малыг угаасаа баахан пизда наахуу гэсэн хогоо юнивишнд оруулаад мөнгөтэй байгааг чинь бүгд мэдэж л байгаашд. Залуу хүн байж жаахан даруу байлдаа. Гэнэт их хоол идэх гэдсэнд халтайшд. Хийж байгаа хог новшоо жаахан чанаржуулалдаа ямар ч авцалдаагүй баахан говийн ноолуур үнэтэй гээд өмсчихсөн ямар ч хувцаслалтын соёл байхгүй бага тойргийн нэг цэвэрхэн архичин ах нар шиг л харагдаж байнашд. Эргэн тойрноосоо жаахан суралцаачдээ.', 'enerel ni ali ni yum be hha', 'T', '6:58 ene huurhun egchiin insta bdgul ym bhdaa', '2 dahi bvsgvi ni hen yum be insta ni yu we', 'Volume plus goy shuu 🖖', 'Tsogtoo odoo boliooo! Xoorxiis']"
KPQn7xuCsrY,[]
dfMlAA2vJdw,"['Nie yajgandee Tujuu hoorhon ohinoo, bas shartai uzeel bna shu Khulan 🤣💜', 'tvjvv ah bur aimr huuuyhuun🥰', 'First']"
60UKR9R8zBs,"['золбин төөгөө hha', 'first']"
AFl1G3QhUKs,['TRASH']
k7OvJPEkom8,"['Монгол брэндүүдийн нэрийг нь яагаад бичдэггүй юм бол ? Уг нь үндэсний брэндийнхээ нэрийг томоос том, тод бичиж тавимаар байхын.', 'Zaluu hun Zaragaaraa 😂😂😂😂', 'Minimalist amidraliin zov hemnel forumd oroltsloo gsen chinu Minimalist bish bdag bn shuu', 'ээж', 'Хямд хувцасныхаа үнийг мэдэхээ байцан лалрууд', 'Сайн найзтай болох юмсан', '2 doh hun zugeer l bna shdee. Huniig golood l bhiin genet camer ntr humuus garaad irheer ni sandarsan l yum blguidee.', 'suuliin zaluu ystoi goy2 😂😂', 'хэд юм бэ гэж бичээчээ', '2dohi huuhen unen hud gar be. yu gedeg eemgiin medku bn jikshig Rinchen yesui gd gomo meedeegiin ex l bn']"
ahfFX3cokVQ,"['Jojoo', 'Jojo mine \U0001f972', 'Jojog harahaar zurh zusegdeh shig boloh yumm 🤧. Blind deer bulaatsaldaj2 avchhaad ingej boldiimuu', 'jojo min ene shuugch narin teneg songoltoos bolj  iim mundg saihn ohin hasagdah gj   😭', 'Anartas steal hiilgesn bol😍']"
zp0vq-c3qSA,[]
g0JDeKwogiE,[]
7y4cvvjNSLg,"['❤️', '1t']"
XulEu8KWdHI,"['NICE😍🥰😍❤❤😘😘❤😍', 'Aan tiim hochtoi ymu te😁😍']"
vVASTb24zjE,"['Uranzaya aluurchnaas uur hutlugch bdaggui ymu', 'baliar huuhn hairn shn 2zaluugin ami harhas dur gutdg nudend huitn huuhn', '✌🇲🇳🇲🇳🇲🇳 Amina&Bilguun', 'Amjilt', 'Amina Bilguune 2 hos bolvol ystoi huurhima 😅😍', '3t']"
GQF3zOet7GQ,"['оноогоо яагаад худлаа нэмээд бгаамдээ', 'first 😂']"
rZGM9RSZtWk,['Sahius Jamsran 2 ymar sain taawaaa👏👏']
HD1We5_AX_c,[]
GkSyEmnzrKE,"['😐😗😆😀😀😀😃🤣😃😄😲🙃😲🤤🤤🤤🤤🤤😲😞🤤😲', 'Hamgiin goy vzvvlber baisaan dres ni huurhun ch bailaa 🔥🔥🙆\u200d♂️❤️', 'gaihaltai gaihaltai gaihaltai gaihaltai gaihaltai gaihaltai', 'Goy bsooon goy bsb genee kkk huurhun ym be', 'gaihaltai2 geel bhin', 'ene hotligchiin tsarai neg aimar tugshuurtei , 🤣🤣🤣']"
I0CuqjWr73g,[]
0yWC3boEUwg,"['Sahiusiig songoh baisiin zaluu bol baidagl neg engiiin duulsan', ""--'z""]"
TH56wWLNFtg,"['Ажукын 1 өдөр гэдэг контент🤣', 'First ❤']"
cGwHCjhPHiI,['Нийт залуусаадаа эр цэргийн баярын мэнд хүргэе ❤️🖤\nМанай сувгаар зочлоорой залуусаа 🤘']
p6z_TaTyqNM,[]
5yNf9SaxTIg,"['Aminaa n bur aimar ih zantai shde, Uka-n duunuudiig medku n argagui l dee', 'Amina maani harj amjku bgan bishuudee haraa muutai kkk']"
x9_B716Jrfg,"['llr ym bich', 'oon² yeah', 'me anh']"
HrwN_Ed_Yjk,"['Цэнгүүн бүр байгаа нь л бүр эгдүүтэй хөөрхөн юмаа', 'lana ymr  mundg yumbe 😊😊😊', 'obt0wl\r\nvur.fyi']"
2ev_dP3TkeA,"['Action ah bol gy3', 'Bella huurhun', 'Bella hurhn💗💗', 'bella hrhn bn', 'bella ❤️🥰❣️', 'Bella❤️', 'Bella hrhunbenn❤️', 'belle huurhun shu', 'bellla horhon bn', 'huurhun bella <333']"
mFmj1Ixy6yg,"['Bas baiguullagiin umchuu tgj ih hamgaaldiin bol yun buruu gazar tavidiin', '+yvtstai togloom togluulyaa', 'Orc asuult masuultaa boliio ene odoo', 'Waaaa2', 'hen songosn ni yamr hamaa bnaa ymr asuult asuuwal bvdvvlegwe gdgee meddggvimuu haasheey ineej bgaal yalgawarlaad bhin']"
-_l4KMzueMQ,[]
xtTNM7O5fXg,"['Ariuka cool bailaa Solongoo ih uhaantai huurhun bas cool yumaa', 'Solongo😥😥❤️']"
upjyqxj2MHE,[]
I0lOQOT1BCA,[]
A8TaxKetUyI,['first❤️']
V6zXx1t_Wkw,"['【\ufeffｐｒｏｍｏｓｍ】', 'Манай сувгаар зочлоорой залуусаа 🤘']"
AO2v2njBWfA,"['uuganaa burrr huurhun gej 😍', '🎶']"
3uCHolCfQoE,"['Galmandakh 🔥❤️❤️\u200d🔥', 'shaa shaa', 'shaa shaa']"
KMfc_MxkQDM,"['Uranzaya baga altsganaach neeh nambagui', 'Oroltsogch ohiduud egduut zaluuchuudn cool umbe😍 hutlugchid hereg alga😅', 'ene har tuuguug yaah gj bailgaad bdagiin yamar ch hereggui har novsh', 'Ene hotlogch huuhen ymar maiga ymbee😂. Altsan maiga ghimu😂😂', 'fiiiiirst❤']"
lhiACdakaGQ,"['yagan dresstei egc kim kardashian ineej caddgui nuurnii huviral sn gardgui shg boljdee', 'Suulinh odoo yagad bgan be ydargatai yridag nass', 'Zarim n yamar utas barij bgaagaach mdhgvi iPhone pro max l gd bhiimaa🤣🤣🤣', 'хайрын хуримын оёдол нь яасан муу юм бэ. 4,7” дэлгэцний 1/3 дээрээс харагдаад байх юм.', 'Suuliin huuhen hamgiin matar bj yun sehchihsen yaria maria n yagad bgan be?', 'Bayan tsarai muutai huhnuud... bayan murtluu bugd aimar tsaraitai yum', 'Hairin hurimiin baliar pijak bur buh huhen umsuhin ymr ch zohimjgui', 'zgr l Neg yum helmeeer sanagdchihlaaaa . hamgaaalaltiiiin ..... geeed yanzan bvriiiin yum heregledeg hvmvvvsiiiig harahaaar Teneg sanagdaaad bdagshde Yuuunaaas ch hamgaaalah geeed bgaaaan Uuuruuu tiiiiim Mia sul doroi hun shuuu Bi gejaaagaaach yum shig yag yaaana ch geeed bgaaan 😬', '10:29\nPuuu MUUM hha😆', 'iphone anh garj bhda 1900$ kss']"
NBjaE9ZhdF4,"['Wow so cool😍😲😊☺💖💗💛💙💜💚💓💞💌💕💋💕💘💘💙💗', 'Gl']"
K4IFhAcmEs8,"['Надад Ууганцэрэн эгч аягү дээрэлхүүлөихсэн юм шиг санагдчихлаа Яагаад гэвэл Мэргэжлийн уртын дуучинтай монгол ийм төрлийн дуу дуулжлчихлаар чинь үр дүн нь Энхмаа гын ялалтаар төгсөх нь ойлгомжтой...', '1t']"
piK_86ZJ5n0,"['hip hop zaluu uneher buh yumaraa cool bn', 'ene tsagaan plajit tenegterei Ukag duiragad bgaa chin teneg bm', '😍🖖']"
mKT37kvmtBQ,['Wow']
s2Mjw52qOlo,"['Hediinbee gej asuuj  baigaa bolohoos hentei haana ywj  baigaad awsan be gej  asuugaagvi bizde kkk  zarim ni buur hamag yumaa toochchih yunmaa', 'zarim sdaguud ni hudlaa shaahiimaa gadaadaas avsan ntr hha', 'spa giinha ariun tsewriin uruuug zasmaar ym bnleedee arai l aimar', '3:20 dr garch bga ohinii insta bnu ysn huurhn ymbe, uuru harj bvl chi hurhun shu', 'A copy ohin yog aashjiin', 'tsagaan kurtegtei bandi dahij btgii iim yriltslaga ugj bai buur yrihiin sonsood guilgeleeshd videogo  tilt2', 'Сүүлд нь уруулаа хазчихын ёооо ig нь худалдаж авна шүү 😯😯😻', '6:59 huurhn bn', 'hi']"
tI4MPm2wTTU,"['Engashiin us n yamar goy yum bee <3', 'Сайхан зулзага шүү ангууч нь уанана', 'Anguuch ugaasaa hamgiin best n, ododtoi bujigley deer ylagch bolchood Anguuch ah n bga tsagt bitgii shantraarai gj bsn ter ug n zurhend orson shu 🤍']"
nYw3McFGuJE,"['Хэрэглээний боолууд …', 'Zuraach ohin bur hair yumdaa... huurhun ch yumdaaa', 'hvmvvs chn yaj amidraad yu umsuj heregleed bdiin be ... kkk', '2:12  tiim bn te ahhahaha tatla', 'Buyankhishig vneheer vzesgelentei bvsgvi shvv', 'Үнэртэй усыг нь асуувал шинэлэг байх байхаа 😋', 'Hutlugc ni jhn uitgartai yumshg ?', 'тааг хуйр gang2', 'Tsetseg egch-d duralchloo', 'Өөрөө будсан охин хөөрхөн бнаа']"
1l_h2jHq2R0,"['Zaki bnga gadaad ywaad bmaar yum bnaa \n🎁🎁🎁😍😍😍', '♥️']"
-es0R_WfwX0,"['hair yum we azuuka😍😍😍', '🧠💕😩', 'бие даасан тоглолт гэчээд баахан хүн урьцан байдаг. Талыг нь бүр танихгүй.', 'Umnuh hutlugch nar n l gy bsii😥', '0eeeeee99888iwieeekeëiioòieeee8ìul6aee7e7eea7eeaei07ae^o6bspt', 'Hairteshu ♥', '❤️❤️❤️']"
8i2R9DbkVmI,"['Altaak 😍', 'vollife udaaxf odr bvr hiimer bn aa neg hseg vzdeg bsn butsad vzeh getel garaaf hiigeef', 'Goyiinbee', 'Egnash egceee hairtaishuuu❤', '✌🔥']"
QmMvCvvxDT0,"['Yponchuud bugd uuradiinho brandeer huvtsaljee', '5jil', 'Нацист эд хэрэглэлээ гайхуулдаг газар Монголоос өөр ховор байх. Тэрийг нь нэвтрүүлгийн зүгээс хаах байсан юм. YouTube-с ban-дуулав даа.', 'Buma gj shaaj bhd ygd hen ch shoolku bgn gsh hahah', 'Takakunai minasan kaemasu yu gsn ch ugiin hachin ymnuudiig manaihan huurhuchih yum 😡', 'mongol tsuivan her ve?2 soliotoi amttai gsn', 'Mooooooooongolia in excels is deo 1) Хамгийн Дээд Нэгэний мэндэлснийг зарлаж буй ариун сахиусан тэнгэрүүдийн бүлэг тэнгэрлэг хөгжмийг дуулдаг.     2) Энэ бол тэнгэр элч нарын баяр баясгалантай дуу бөгөөд энэ нь тэнгэрээс сонсогддог;     3) Бүх ард түмэн Аврагчийн мэндэлсэн тухай зарлах болно.Бид ч бас Аврагчдаа мөргөцгөөе.     4) Бидэн дээр ирсэн ЭЗЭНд алдар байх болтугай.Ах эгч нар аа, хамтдаа ирж, алдрын дууг дуул.     Найрал дуу: Глориа экс Челси Део Глориа экс Челси Део', 'yoo ymar hudapch yumbe', 'Haku Mirri хөөрхөн юмаа.\nhttps://youtube.com/channel/UCHhOM58AJS_AhDdvi5gJ-5Q', '6:16 bogj n 300000jpn yen shu mongoloor 7,5say']"
Ar06WVFwEDc,"['Zaavl camera horiotoi gsen deer ni avd bganmu hshain hha', 'Mongol tsuiwan herwe duuldg hamtlagin nudni shilteu ahni ysn huurhun ahwe\nCrushlahaas odo hha', 'Nazi temdegtei zaluu medrel muutai gichii ve', 'Uuriihuuruu daruuhan huurhun hvmvvs orjee yalanguya ulaan malgaitai ohin.\nZarim neg Garud n hudlaa yumniha vne mvniig nemeed tenegtej ogno xaxa', 'Манай сувгаар зочлоорой залуусаа 🤘', 'My mongolian tsuiwan', 'Soliotoi amttai gsn idej uzex ymsaaan', 'МОНГОЛ ЦУЙВАН ХЭР ВЭЭЭЭЭЭЭ?']"
PgGSsj4oHcI,"['Кай стайл ай хха', 'iimerhuu murgunu ntr geed bga garuud l ireeduin tsunh barigch boldiimdaa xaxa', 'minii baharhal bol uls tur geshshsh erguu sda we', 'Энэ их хөөрхөөн 🤩 энэ тэнд таарч эгдүү хүргэж байгаад базуулахвийдаа 😅😂', 'tanidag huuhed yawaad baih in bayar hurgiye 🤗🤗', '00:31 Ter ondr tsarailag zaluugin ig, fb ntr ni bnu 😁', 'Engashaa ter undur tsarailag huuhdiig avch suugaarai 🤭', '😍🥰💚', '😍😍😍', 'hedeer hiiv?']"
7-eLIgZIHSk,"['Sonirholguiin eswel shuud ene orchindoh huwtsasiiig ni asuuval iluu sonirholtoi bh bla tsaanaa yu umssun be gd asuuhaar ontsguin bna haragdahgui huwtsas yariad', 'hogiin newtruuleg yg taarsan humuusdeeree ymar huurhun ywj bna 210k subtaich baih shig.Niitiin setgelgee hezee uurchlugduh ym be.', 'nc❤️', 'Yostoi gunig sonirholguin be', 'yeah I am here', 'Nomi egch ❤️', 'Nicuuu🔥', 'ughhh oursecretpodcast💕', 'SHAL UTGAVI YM', 'hediimbee chini harj sonsoh yum bishuu?hahaha henees yu ch asuugaad bgaan?']"
AoEn-PPyhc4,"['1tsagiin 20k 10k ymu?', 'Volume Plus-н Хөтлөгч нар нь хэт чөлөөтэй байх гээд бүүр хэтэрхий тэнэг харагдаж байгаагаа мэддэггүй л юм байхдаа.Тэр KAI MAI гээд эрүүл солиотой нь мэдэгдэхгүй гар байна.Чөлөөтэй өөрийнхөөрөө байх гээд л мал харагддаг шүү', 'Зун хавар намар ажилах болуу', 'First=gay', 'First']"
PYO8Wc2GVTs,"['gremix❤❤❤❤❤', 'Pg5?', 'GREMIX гоё шүүүүүү *_*', 'GREMIX!!!', 'Anand ah goy bnoooo❤️', 'Gremix ah sandraad bnashd😂😜', 'L Munkhjin Fans', 'Gremix ah sags togoldog baisan yumuu', 'Oooooo grmy', 'Энэ зарим хүмүүс юу хийдэг нь мэдэгдэхгүй байж сая саяын юм өмсөцөн явдаг хүмүүсийг АТГ Цагдаа нар шалгамаар байгаан шт']"
KPyZogQAIJ4,"['Engashaaaaaa nadtai gerleeech', 'goy nudtei hutlugchtri bolchloo shdee', 'Hutlugch ni yasn huurhun ymbee 😍😍😍😍', 'тэр охиня сан айр хэлвээ ""УУГЫ БОСДОГГҮЙ БАЙСАН""🤣😬', 'Ene hotlogch nadaa talagdj bn ahah❤🤣', 'bandi shig ch ym shig ineedtei edguutei garaa ednii ene hutlugch 🤣🤣💘', 'who is this giorl, ig pls', 'Танай хөтлөгчтэй 14нд болзож болох уу?', 'Valentine gedeg udur chin emegtei ni eregteidee chocolate hailuulj ugdug udur shu de. Mongold ireed hud bolson bolohoos bish.', '❤❤❤❤🥰']"
ghTPMTbaNOM,"['Wonder woman deer gardag ngu Amazon yum bshuu brg dan emegteichuud s2 hoish uzeguu bgad uzsn dandaa shine gishuudtei boltson bnshd. Za tged hicheetsgeegerei amjilt. continue the Legacy.', 'Volume Plus odoo bur tanidag hun gants neg l bdg boljde']"
QaULrZUS9CM,"['Yooy hutlugchiin harsar bgad taarah ymaa 🤪😍', 'ta nar ymr soini nasand hureegui gej tged bgn ymchin ulam uziishde', '4:33 hotlogch durguu hvn bolchih shig bolloo te', 'Skill gsnuud n bugd jijken..... 🤣🤣🤣', 'Huuhunshd', '😁🤣', 'Ene aniagn ig bnuu', 'Zurh❤', 'gehde why iim bvdvvn hooloitoi yum be', 'Хөөрхөн шдэээ']"
_O9uljxpqRg,"['Asuult plus yavah uduruu Uranzaya egch story hiichij bval humuus durtai hariulah bhdaa  😍😍😍', 'Altaak ♥️♥️♥️🖖🖖🖖', 'Altaak ♥️♥️♥️🖖🖖🖖', 'Altaakaas oor tanih hungui boltson bnshd hhhh', 'camer deer ymr aimr amisgldiim be hahaha', '3th', 'Frist']"
8D6p4WXF92Y,"['saraanaagaas sonin emnii uner unerteed sonin bnle. zger muruuruu sakura edr hereglej bmar sanagdsan', 'Хөтлөгч нь хөөрхөн бн шүү', 'Би төрөөгүйшдээ гэшш🤣🤣 яг юутай хха', '2:25 best hahah', 'NO ONE : BI hutlugch bhgu yu tgd odoo hutuljine', 'Shattai bolcij', 'Niislel huuhen 2iin neelt dr ochij hed ym be awhguide', 'Hoorhn hotlogcte blje amjilt', '😆', 'coronatai uyd ymar sonin naaldaj humuustei yridag yum be kk']"
